,Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,description
1892,Tahoe Group,5.1,3.647,0.3216,36.106,1893,,,Asia,China,China,,Ping Yong,http://www.forbes.com/companies/tahoe-group/,0.008907107,0.08818206699999999,"Welk Resort Group is a corporation based in San Marcos, California that is a developer and operator of luxury resorts and timeshares in the United States and Mexico. It was founded in 1964 by television bandleader Lawrence Welk. As of 2015, the company has developed five properties in Cabo San Lucas, Lake Tahoe, San Diego, Palm Springs and Branson.

"
1893,Jaccs,0.785,1.158,0.0735,36.049,1894,Financials,Consumer Financial Services,Asia,Japan,Japan,,Yasuyoshi Itagaki,http://www.forbes.com/companies/jaccs/,0.002038892,0.063471503,"The Hakodate City Museum of Literature (函館市文学館, Hakudate-shi Bungaku-kan) opened in Hakodate, Hokkaidō, Japan in 1993. It exhibits materials relating to Ishikawa Takuboku and other luminaries of the Hakodate literary scene.The building in which the museum is housed was constructed in 1921 as the Hakodate Branch of the Dai-ichi Bank. After the bank moved premises in 1964, the building was taken over by the JACCS company (ja), which donated it to the city in November 1989, to be used for the promotion of culture."
1894,Burlington Stores,9.381,6.11,0.3849,2.813,1895,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,New Jersey,New Jersey,Frank S Greenberg,http://www.forbes.com/companies/burlington-stores/,0.136829008,0.06299509,"Burlington, formerly known as Burlington Coat Factory, is an American national off-price department store retailer, and a division of Burlington Coat Factory Warehouse Corporation with 740 stores in 40 states and Puerto Rico, with its corporate headquarters located in Burlington Township, New Jersey. In 2007, it was acquired by Bain Capital in a take-private transaction and in 2008, Tom Kingsbury became President and CEO. The company went public again in 2013. Burlington is the third largest off-price retailer after TJX Companies and Ross Stores."
1895,Thor Industries,5.061,8.152999999999999,0.4389,2.7089999999999996,1895,Consumer Discretionary,Recreational Products,North America,United States,Indiana,Indiana,Robert Martin,http://www.forbes.com/companies/thor-industries/,0.162015504,0.053832945,"Thor Industries, Inc. is an American manufacturer of recreational vehicles (RVs). The company sells towable and motorized RVs through its subsidiaries brands including Airstream, Heartland RV, Jayco, Livin Lite RV, and others. The company's headquarters is in Elkhart, Indiana. It has manufacturing facilities in Michigan, Ohio, Indiana, Idaho, and Oregon.

"
1896,Wirecard,17.998,1.681,0.2929,5.45,1895,Information Technology,Software & Programming,Europe,Germany,Germany,,Markus Braun,http://www.forbes.com/companies/wirecard/,0.053743119000000006,0.174241523,"Wirecard AG is an insolvent German payment processor and financial services provider, whose former CEO, COO, two board members, and other executives have been arrested or otherwise implicated in criminal proceedings. In June 2020 the company announced that €1.9 billion in cash was missing. It owed €3.2 billion in debt. The company is being dismantled after it sold the assets of its main business unit to Santander Bank for €100 million in November 2020. Other assets, including its North American, UK and Brazilian units had been previously sold at undisclosed prices.The company offered electronic payment transaction services and risk management, and issued and processed physical and virtual cards. As of 2017, the company was listed on the Frankfurt Stock Exchange, and was a part of the DAX stock index from September 2018 to August 2020.
The company is at the center of an international financial scandal. Allegations of accounting malpractices had trailed the company since the early days of its incorporation, reaching a peak in 2019 after the Financial Times published a series of investigations along with whistleblower complaints and internal documents. On 25 June 2020, Wirecard filed for insolvency after revelations that €1.9 billion was ""missing"".Long-time CEO Markus Braun subsequently resigned and was later arrested.
Former COO Jan Marsalek was fired from his position and board seat. He has since disappeared and is a fugitive wanted by the German police.
On 25 August 2020, the court-appointed insolvency administrator issued a press release to the effect that ""Under the preliminary insolvency administration, it has since been possible to stabilize the ongoing business and create a basis for its continuation."" The administrator's press release also states that ""far-reaching cuts are therefore necessary in order to make any kind of continuation possible and to maintain the option of exploiting Wirecard AG's core business"" and announced the impending layoff of around 730 employees, in addition to all members of the management board."
1897,Jinke Property Group,4.611000000000001,5.1770000000000005,0.3054,25.873,1898,,,Asia,China,China,,Si Jiang,http://www.forbes.com/companies/jinke-property-group/,0.011803811,0.058991694000000004,"This is a list of companies on the Shenzhen Stock Exchange up to 2011, along with their capital, industry, and listing date.  Many of these are subsidiaries of state-owned enterprises.

"
1898,Shandong Gold Mining,8.426,8.292,0.1745,6.689,1898,Materials,Diversified Metals & Mining,Asia,China,China,,Pei Wang,http://www.forbes.com/companies/shandong-gold-mining/,0.026087607000000002,0.02104438,"Shandong Gold Group is a state-owned Chinese gold mining company under the provincial government of Shandong. The company is the second-largest producer of gold in China by output and its publicly-listed subsidiary ranked #1,898 in the Forbes Global 2000.

"
1899,Inmobiliaria Colonial,5.156000000000001,0.326,0.7698,12.617,1900,Financials,Real Estate,Europe,Spain,Spain,,Mariano Miguel,http://www.forbes.com/companies/inmobiliaria-colonial/,0.061012919000000006,2.361349693,"Inmobiliaria Colonial is a Spanish multinational corporation, which includes companies in the domains of real estate. The company operates a Real Estate Investment Trust (REIT) and its activities are divided between property rental, as well as land and development.

"
1900,SES,5.983,2.295,0.619,14.677999999999999,1900,Consumer Discretionary,Broadcasting & Cable,Europe,Luxembourg,Luxembourg,,Stephen Collar,http://www.forbes.com/companies/ses/,0.042171957999999996,0.269716776,"SES S.A. is a Luxembourgish satellite and terrestrial telecommunications network provider supplying video and data connectivity worldwide to broadcasters, content and internet service providers, mobile and fixed network operators, governments and institutions.SES is one of the world's leading satellite owners and operators with over 70 satellites in two different orbits, geostationary orbit (GEO) and medium Earth orbit (MEO). These include the well-known European Astra TV satellites, the O3b data satellites and others with names including AMC, Ciel, NSS, Quetzsat, YahSat and SES.
Based in Betzdorf, Luxembourg and founded in 1985 as Société Européenne des Satellites, the company was renamed SES Global in 2001 and has been simply ""SES"" since 2006. The company's stock is listed on the Luxembourg Stock Exchange and Euronext Paris with ticker symbol SESG and is a component of the LuxX, CAC Next 20 and Euronext 100 stock market indexes.
A book, High Above, telling the story of the founding of SES and the development of its first Astra satellites was published in 2010 to mark the company's 25th Anniversary, and was followed by Even Higher in 2012 and Beyond Frontiers in 2016."
1901,Sabesp,5.5089999999999995,4.5760000000000005,0.7891,11.922,1902,Utilities,Diversified Utilities,South America,Brazil,Brazil,,Karla Trindade,http://www.forbes.com/companies/sabesp/,0.06618855900000001,0.172443182,"Sabesp is a Brazilian water and waste management company owned by São Paulo state. It provides water and sewage services to residential, commercial and  industrial users in São Paulo and in 363 of the 645 municipalities in São Paulo State, typically under 30-year concession contracts. It provides water to 26.7 million customers, or 60% of the population of the state. It is the largest water and waste management company in Latin América. It provides basic sanitation services, which include all phases (abstraction, treatment, processing, distribution) and the collection, treatment and reuse of sewage. The São Paulo Metropolitan Region and the Regional Systems accounted for 74.5% and 25.5% of the sales and services rendered during the year ended December 31, 2004 respectively. Sabesp also supplies water on a bulk basis to municipalities in the São Paulo Metropolitan Area, in which it does not operate water systems to local operators.jn
In 2009 Sabesp had 15,103 employees for 7.12 million water connections, corresponding to 2.1 employees per 1,000 connections, indicating a high level of labor productivity.SABESP was founded in 1973. Its stocks were first floated on the São Paulo stock exchange in 1996. In 2002-2004 the São Paulo Government sold a further equity stakes, including a listing at the New York Stock Exchange. Today 49.8% of its shares are privately owned. In 2006 a law was passed that allowed SABESP to expand its activities into other Brazilian states and internationally. It has signed cooperation agreements in Spain, Israel and Costa Rica. According to its CEO SABESP wants to expand to serve all cities in São Paulo State.Sabesp provides water to millions of residents in  São Paulo. However, the company faces problems such as the water leakage in their pipeline system that supplies water to the population.

"
