,Company,Industry,Country,Market Value,Profits,Assets,Sales,Rank,Profits as % of Assets,Profits as % of Sales,description
1652,NHN,Software & Services,South Korea,4.17,0.29,0.91,1.08,1652,0.318681318681319,0.26851851851851805,NEEDS_MANUAL_SUMMARY
1653,Namco Bandai Holdings,Consumer Durables,Japan,2.31,0.33,4.09,4.61,1654,0.0806845965770171,0.0715835140997831,"Bandai Namco Holdings Inc., also known as the Bandai Namco Group and generally Bandai Namco, is a Japanese holding company which was formed from the merger of Bandai and Namco on September 29, 2005. It specializes in toys, video games, arcades, anime, and amusement parks. Bandai Namco also supply various arcade machines to movie theaters and arcades across the globe.The company's headquarters are in Minato, Tokyo. Their US branch, Bandai Namco Holdings USA, was officially formed on January 6, 2008, and handles the US operations of the company from their headquarters in El Segundo, California. As of 2017, Bandai Namco is the world's largest toy company, earning $6.4 billion in annual revenue.

"
1654,Daewoo Securities,Diversified Financials,South Korea,1.77,0.34,12.2,1.42,1655,0.0278688524590164,0.23943661971831,Mirae Asset Daewoo (Korean: 미래에셋대우) (KRX: 006800) is the largest investment banking and stock brokerage company by market capitalization in South Korea. Mirae Asset Securities has been merged with Daewoo Securities as the end of December 2016  and has become a number one financial service company securing the biggest shareholder's equity within securities industry.
1655,Jeronimo Martins,Food Markets,Portugal,2.58,0.19,4.46,7.81,1656,0.0426008968609865,0.0243277848911652,"Jerónimo Martins SGPS, SA Sociedade Aberta (JM) is a Portuguese corporate group that operates in food distribution and specialised retail. It operates more than 4,400 stores in Portugal, Poland, and Colombia.The group is the majority owner of Jerónimo Martins Retail (JMR), which operates the Pingo Doce super- and hypermarket chain in Portugal. JMR has been run as a 51%-49% joint venture with the Dutch firm Ahold Delhaize since 1982.Jerónimo Martins is listed on Euronext Lisbon, under the code JMT, and is part of the PSI-20 index.

"
1656,Newcrest Mining,Materials,Australia,9.51,0.13,3.68,2.26,1656,0.0353260869565217,0.0575221238938053,"Newcrest Mining Limited is an Australian-based corporation which engages in the exploration, development, mining and sale of gold and gold-copper concentrate. It is Australia's leading gold mining company and its operations have expanded beyond Australia, for example Indonesia, thus becoming a prominent international mining corporation. Newmont Mining Corporation initially started the company as a subsidiary in 1966. The subsidiary became Newmont Holdings Pty Ltd. in 1980 and in 1990 acquired 100% of Australmin Holdings Ltd. taking the current name.
Newcrest's primary gold and copper production in Australia is at Cadia East Ridgeway (Cadia Valley Operations), the second Australian operation being the Telfer Mine in the Pilbara region of Western Australia. Newcrest also operates two mines in Papua New Guinea, Lihir and Hidden Valley, and one each in Ivory Coast (Bonikro) and Indonesia (Gosowong). Past and present exploration was done in the Americas, Asia and Europe.
In April 2010, Newcrest announced it was in merger talks with Lihir Gold, a move that would create the world's fifth-largest gold producer, with a combined production of 2.8 million ounces of gold in 2009.  In August 2010, the deal was approved by Lihir shareholders (99.86%), and by the end of the month by the national court of Papua New Guinea (PNG), clearing the way for the deal.  Under the deal worth US$9.45 billion, Newcrest will give Lihir shareholders 0.12 Newcrest shares, plus A$0.225 per Lihir share. As of 2015, Newcrest was the world's sixth-largest producer of gold."
1657,Las Vegas Sands,"Hotels, Restaurants & Leisure",United States,1.49,-0.16,17.14,4.39,1658,-0.00933488914819136,-0.0364464692482916,"Las Vegas Sands Corporation is an American casino and resort company based in Paradise, Nevada, United States. Its resorts feature accommodations, gambling and entertainment, convention and exhibition facilities, restaurants and clubs, as well as an art and science museum in Singapore.
It has several resorts in the United States and Asia. Among its properties in the United States are two resorts on the Las Vegas Strip: The Venetian and The Palazzo.
In Asia, the Marina Bay Sands located in Singapore is the most recent addition to the company's portfolio. Through its majority-owned subsidiary Sands China, the company owns several properties in Macau, including the Sands Macao, Sands Cotai Central, The Venetian Macao, The Plaza Macao, Four Seasons Hotel Macao, and The Parisian Macao. It is the largest casino company worldwide.

"
1658,Indian Bank,Banking,India,0.73,0.26,17.52,1.56,1659,0.0148401826484018,0.166666666666667,"Indian Bank is an Indian state-owned financial services company established in 1907 and headquartered in Chennai, India. It serves over 100 million customers with 20,924 employees, 6,089 branches with 5,022 ATMs and 1,494 cash deposit machines and is one of the top performing public sector banks in India. Total business of the bank has touched ₹430,000 crore (US$60 billion) as on 31 March 2019. Bank's Information Systems and Security processes certified with ISO27001:2013 standard and is among very few Banks certified worldwide. It has overseas branches in Colombo and Singapore including a Foreign Currency Banking Unit at Colombo and Jaffna. It has 227 Overseas Correspondent banks in 75 countries. Since 1978, the Government of India has owned the bank. As per the announcement made by the Indian Finance Minister Nirmala Sitharaman on 30 August 2019, Allahabad Bank merged from 1 April 2020, making it the seventh largest bank in the country.

"
1659,WorleyParsons,Oil & Gas Operations,Australia,2.38,0.33,3.03,4.41,1659,0.10891089108910902,0.0748299319727891,"WorleyParsons Limited, branded as Worley after completing the acquisition of Jacobs' Energy, Chemicals & Resources (ECR) division, is an Australian  engineering company which provides project delivery and consulting services to the resources and energy sectors, and complex process industries."
1660,Synovus Financial,Banking,United States,1.15,-0.58,35.79,2.29,1661,-0.0162056440346465,-0.25327510917030605,"The Synovus Financial Corporation, formerly the Columbus Bank and Trust Company, is a financial services company with approximately $45 billion in assets based in Columbus, Georgia. Synovus provides commercial and retail banking, investment, and mortgage services through 249 branches and 335 ATMs in Georgia, Alabama, South Carolina, Florida, and Tennessee.

"
1661,Higo Bank,Banking,Japan,1.35,0.07,35.76,0.76,1662,0.00195749440715884,0.0921052631578947,"Empress Jingū (神功皇后, Jingū-kōgō) was a legendary Japanese empress who ruled as a regent following her husband's death in 200 AD. Both the Kojiki and the Nihon Shoki (collectively known as the Kiki) record events that took place during Jingū's alleged lifetime. Legends say that after seeking revenge on the people who murdered her husband, she then turned her attention to a ""promised land"". Jingū is thus considered to be a controversial monarch by historians in terms of her alleged invasion of the Korean Peninsula. This was in turn possibly used as justification for imperial expansion during the Meiji period. The records state that Jingū gave birth to a baby boy whom she named Homutawake three years after he was conceived by her late husband. 
Jingū's reign is conventionally considered to have been from 201 to 269 AD, and was considered to be the 15th Japanese imperial ruler until the Meiji period. Modern historians have come to the conclusion that the name ""Jingū"" was used by later generations to describe this legendary Empress. It has also been proposed that Jingū actually reigned later than she is attested. While the location of Jingū's grave (if any) is unknown, she is traditionally venerated at a kofun and at a shrine. It is accepted today that Empress Jingū reigned as a regent until her son became Emperor Ōjin upon her death. She was additionally the last de facto ruler of the Yayoi period."
1662,Syndicate Bank,Banking,India,0.5,0.21,26.7,2.2,1663,0.007865168539325841,0.0954545454545454,"Syndicate Bank was one of the oldest and major commercial banks of India. It was founded by Upendra Ananth Pai, T. M. A. Pai and Vaman Srinivas Kudva. At the time of its establishment, the bank was known as Canara Industrial and Banking Syndicate Limited. The bank, along with 13 major commercial banks of India, was nationalised on 19 July 1969, by the Government of India. The Bank was headquartered in the university town of Manipal, India. On 1st April 2020, the bank was merged into Canara Bank."
